msa,name_msa,year,C23002B_001E,C23002B_002E,C23002B_003E,C23002B_004E,C23002B_005E,C23002B_006E,C23002B_007E,C23002B_008E,C23002B_009E,C23002B_010E,C23002B_011E,C23002B_012E,C23002B_013E,C23002B_014E,C23002B_015E,C23002B_016E,C23002B_017E,C23002B_018E,C23002B_019E,C23002B_020E,C23002B_021E,C23002B_022E,C23002B_023E,C23002B_024E,C23002B_025E,C23002B_026E,C23002B_027E,C23002I_001E,C23002I_002E,C23002I_003E,C23002I_004E,C23002I_005E,C23002I_006E,C23002I_007E,C23002I_008E,C23002I_009E,C23002I_010E,C23002I_011E,C23002I_012E,C23002I_013E,C23002I_014E,C23002I_015E,C23002I_016E,C23002I_017E,C23002I_018E,C23002I_019E,C23002I_020E,C23002I_021E,C23002I_022E,C23002I_023E,C23002I_024E,C23002I_025E,C23002I_026E,C23002I_027E,C23002H_001E,C23002H_002E,C23002H_003E,C23002H_004E,C23002H_005E,C23002H_006E,C23002H_007E,C23002H_008E,C23002H_009E,C23002H_010E,C23002H_011E,C23002H_012E,C23002H_013E,C23002H_014E,C23002H_015E,C23002H_016E,C23002H_017E,C23002H_018E,C23002H_019E,C23002H_020E,C23002H_021E,C23002H_022E,C23002H_023E,C23002H_024E,C23002H_025E,C23002H_026E,C23002H_027E,black_female_lfp,black_male_lfp,black_female_ur,black_male_ur,hisp_female_lfp,hisp_male_lfp,hisp_female_ur,hisp_male_ur,white_female_lfp,white_male_lfp,white_female_ur,white_male_ur,gap_mbw,gap_mhw,gap_fbw,gap_fhw,lfp_gap_mbw,lfp_gap_mhw,lfp_gap_fbw,lfp_gap_fhw
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2014,38814,20326,18411,13936,44,13892,11968,1924,4475,1915,417,338,79,1498,18488,16193,11831,0,11831,9936,1895,4362,2295,473,412,61,1822,373094,189418,176190,144764,84,144680,128456,16224,31426,13228,2833,2542,291,10395,183676,166009,112177,18,112159,97419,14740,53832,17667,2257,2129,128,15410,554974,281303,228231,190082,230,189852,176007,13845,38149,53072,13025,11841,1184,40047,273671,206873,147545,4,147541,136521,11020,59328,66798,10646,10095,551,56152,73.062434385,75.693878659,16.017242837,13.849697668,67.572842436,82.163573415,13.142057258,11.213713022,71.321535435,83.284917474,7.4691102812,7.2925225965,6.5571750712,3.9211904253,8.5481325554,5.6729469768,-7.591038814,-1.121344059,1.7408989504,-3.748692999
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2015,38816,20497,18504,13952,43,13909,12186,1723,4552,1993,432,353,79,1561,18319,15911,11661,0,11661,10196,1465,4250,2408,430,365,65,1978,378701,191832,177963,146585,105,146480,132323,14157,31378,13869,2971,2720,251,10898,186869,168370,114340,30,114310,101330,12980,54030,18499,2352,2238,114,16147,555604,282460,228114,190156,277,189879,177800,12079,37958,54346,13862,12775,1087,40484,273144,205334,146996,4,146992,137302,9690,58338,67810,10747,10374,373,57063,73.288919615,75.399913532,12.563245005,12.387662664,67.909960207,82.368245085,11.355087044,9.6648006554,71.588728608,83.360074349,6.5921954936,6.3614196409,6.0262430235,3.3033810145,5.9710495111,4.7628915504,-7.960160817,-0.991829264,1.7001910073,-3.678768401
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2016,38785,20531,18456,13871,33,13838,12453,1385,4585,2075,391,358,33,1684,18254,15729,11565,0,11565,10466,1099,4164,2525,392,325,67,2133,380491,192741,178291,147112,89,147023,135072,11951,31179,14450,3123,2890,233,11327,187750,168523,115234,23,115211,104088,11123,53289,19227,2495,2432,63,16732,554099,282295,226712,189533,254,189279,179000,10279,37179,55583,14209,13240,969,41374,271804,202917,145046,3,145043,136618,8425,57871,68887,11323,11027,296,57564,73.526606904,75.157130472,9.5028102032,10.008671773,68.378796959,82.512297312,9.6544600776,8.1286601416,71.480457527,83.600779844,5.8086222706,5.4306077272,4.5780640462,2.6980524144,3.6941879326,3.845837807,-8.443649372,-1.088482532,2.0461493775,-3.101660568
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2017,39200,20566,18458,14132,36,14096,12773,1323,4326,2108,404,378,26,1704,18634,16026,11832,4,11828,10993,835,4194,2608,423,353,70,2185,384851,194645,179601,148862,131,148731,138816,9915,30739,15044,3337,3239,98,11707,190206,170052,118403,11,118392,108730,9662,51649,20154,2844,2771,73,17310,551789,282071,225225,188555,253,188302,178975,9327,36670,56846,14888,14005,883,41958,269718,199880,143419,26,143393,136112,7281,56461,69838,11673,11509,164,58165,73.830026207,76.56300791,7.0595197836,9.3856413167,69.627525698,82.884839171,8.1610243935,6.6663977248,71.752551531,83.718503719,5.0776537209,4.953213455,4.4324278617,1.7131842698,1.9818660627,3.0833706726,-7.155495809,-0.833664547,2.0774746765,-2.125025833
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2018,39627,20980,18789,14661,44,14617,13577,1040,4128,2191,500,489,11,1691,18647,15902,11976,4,11972,11264,708,3926,2745,430,365,65,2315,384931,194842,179242,148297,137,148160,140028,8132,30945,15600,3546,3404,142,12054,190089,169229,118900,11,118889,111392,7497,50329,20860,3139,3025,114,17721,547174,280602,223026,186519,223,186296,177953,8343,36507,57576,14912,14197,715,42664,266572,196248,140582,26,140556,134178,6378,55666,70324,11524,11371,153,58800,75.3112816,78.029698228,5.913798864,7.1150030786,70.259825444,82.735631158,6.3058819571,5.4886609071,71.634870164,83.631056469,4.5376931614,4.4783570232,2.6366460554,1.0103038839,1.3761057026,1.7681887957,-5.601358241,-0.895425311,3.6764114355,-1.375044721
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2019,39824,21151,18863,14426,26,14400,13379,1021,4437,2288,667,648,19,1621,18673,15842,12148,5,12143,11453,690,3694,2831,477,422,55,2354,384234,194330,178241,147510,195,147315,140403,6912,30731,16089,3656,3525,131,12433,189904,168344,118348,77,118271,111589,6682,49996,21560,3205,3071,134,18355,540277,277731,219434,184006,324,183682,176404,7278,35428,58297,15348,14734,614,42949,262546,191834,137518,44,137474,132112,5362,54316,70712,11607,11414,193,59105,76.682237091,76.477760696,5.6822860908,7.0902777778,70.301287839,82.758736767,5.6497366218,4.6919865594,71.6859368,83.854826508,3.9003738889,3.9622826407,3.1279951371,0.7297039188,1.7819122019,1.7493627329,-7.377065813,-1.096089742,4.9963002918,-1.38464896
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2020,39408,20902,18543,14196,127,14069,12964,1105,4347,2359,854,824,30,1505,18506,15612,12042,8,12034,11221,813,3570,2894,651,573,78,2243,383184,193880,177264,145757,246,145511,138819,6692,31507,16616,3771,3567,204,12845,189304,167085,118961,147,118814,112081,6733,48124,22219,3565,3358,207,18654,529213,272452,213749,178912,280,178632,171099,7533,34837,58703,15513,14941,572,43190,256761,186133,132264,46,132218,126849,5369,53869,70628,11845,11638,207,58783,77.132974635,76.557191393,6.7558584012,7.8541474163,71.197893288,82.225945482,5.666840608,4.5989650267,71.058866509,83.701912056,4.0607179053,4.2170495768,3.6370978395,0.3819154499,2.6951404959,1.6061227027,-7.144720663,-1.475966573,6.0741081255,0.1390267784
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2021,39558,20850,18409,14216,138,14078,12972,1106,4193,2441,902,868,34,1539,18708,15778,11948,51,11897,10941,956,3830,2930,675,622,53,2255,388353,197066,179811,147693,341,147352,140443,6909,32118,17255,4148,3873,275,13107,191287,168706,119699,216,119483,112608,6875,49007,22581,3984,3812,172,18597,518593,269375,210724,175857,325,175532,168170,7362,34867,58651,16034,15368,666,42617,249218,180509,127289,53,127236,121863,5373,53220,68709,11712,11318,394,56997,75.725694004,77.223097398,8.0356392368,7.8562295781,70.95124062,82.137911474,5.7539566298,4.6887724632,70.516705538,83.453711964,4.2228614543,4.1941070574,3.6621225207,0.4946654058,3.8127777825,1.5310951755,-6.230614566,-1.315800491,5.2089884661,0.4345350815
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2022,38737,20565,18036,13402,122,13280,12339,941,4634,2529,872,824,48,1657,18172,15159,11431,28,11403,10473,930,3728,3013,625,604,21,2388,386968,196835,179025,146684,306,146378,139123,7255,32341,17810,4124,3796,328,13686,190133,166770,118247,219,118028,111019,7009,48523,23363,4156,3975,181,19207,505754,263163,203869,168486,376,168110,161159,6951,35383,59294,16043,15426,617,43251,242591,172857,121082,17,121065,115883,5182,51775,69734,11273,10884,389,58461,75.40734877,74.306941672,8.1557484872,7.0858433735,70.904239372,81.93492529,5.9384213915,4.956345899,70.047495907,82.644247041,4.2803452691,4.1347926953,2.9510506782,0.8215532037,3.8754032182,1.6580761225,-8.337305369,-0.709321751,5.3598528627,0.8567434646
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2023,37876,19827,17253,12979,94,12885,12037,848,4274,2574,1067,1020,47,1507,18049,15017,11173,41,11132,10199,933,3844,3032,596,574,22,2436,391319,198144,179259,146492,345,146147,138871,7276,32767,18885,4568,4269,299,14317,193175,168862,119826,216,119610,112309,7301,49036,24313,4317,4150,167,19996,487181,253391,193923,160046,346,159700,152811,6889,33877,59468,16314,15641,673,43154,233790,165534,116814,26,116788,111886,4902,48720,68256,11363,11005,358,56893,74.40234401,75.227496667,8.3812432627,6.5812960807,70.960902986,81.720861993,6.1040046819,4.9785489952,70.567979992,82.530695173,4.1973490427,4.3137132123,2.2675828684,0.6648357829,4.18389422,1.9066556392,-7.303198506,-0.80983318,3.8343640181,0.3929229938
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2024,37127,19470,16825,12901,130,12771,11952,819,3924,2645,982,948,34,1663,17657,14520,10895,77,10818,9728,1090,3625,3137,658,637,21,2479,394756,199704,179951,146290,278,146012,137970,8042,33661,19753,5005,4695,310,14748,195052,169908,120949,169,120780,113152,7628,48959,25144,4783,4591,192,20361,471224,244993,185037,152772,316,152456,144974,7482,32265,59956,16756,16046,710,43200,226231,158180,112598,39,112559,107418,5141,45582,68051,11212,10866,346,56839,75.034435262,76.67756315,10.075799593,6.4129668781,71.184994232,81.294352351,6.3156151681,5.5077664849,71.183461879,82.56294687,4.5673824394,4.9076454846,1.5053213935,0.6001210003,5.5084171538,1.7482327286,-5.88538372,-1.268594519,3.8509733828,0.0015323533
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2010,4924,4058,3943,928,0,928,815,113,3015,115,8,8,0,107,866,753,564,0,564,485,79,189,113,0,0,0,113,37803,20568,19406,13560,11,13549,12485,1064,5846,1162,219,196,23,943,17235,15842,10566,0,10566,9670,896,5276,1393,143,143,0,1250,165907,82330,66828,48973,178,48795,44908,3887,17855,15502,2657,2580,77,12845,83577,64091,44282,43,44239,41494,2745,19809,19486,1958,1920,38,17528,74.900398406,23.535379153,14.007092199,12.176724138,66.696124227,69.8752963,8.4800302858,7.8529780796,69.092384266,73.28215718,6.2049322996,7.9659801209,4.210744017,-0.113002041,7.802159899,2.2750979863,-49.74677803,-3.40686088,5.8080141403,-2.396260039
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2011,5104,4147,3951,1206,0,1206,1108,98,2745,196,10,10,0,186,957,850,621,0,621,544,77,229,107,0,0,0,107,39171,21239,20008,13843,97,13746,12697,1049,6165,1231,270,233,37,961,17932,16438,10886,0,10886,9807,1079,5552,1494,115,115,0,1379,166184,82477,66491,49169,311,48858,44448,4410,17322,15986,2902,2805,97,13084,83707,63856,43723,40,43683,40589,3094,20133,19851,2200,2151,49,17651,73.058823529,30.523917995,12.399355878,8.1260364842,66.224601533,69.18732507,9.9118133382,7.6313109268,68.471247808,73.948353913,7.0828468741,9.0261574358,-0.900120952,-1.394846509,5.3165090035,2.8289664642,-43.42443592,-4.761028843,4.5875757218,-2.246646275
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2012,5105,4153,3953,1457,0,1457,1277,180,2496,200,35,35,0,165,952,834,577,0,577,493,84,257,118,0,0,0,118,40217,21789,20466,14584,236,14348,13205,1143,5882,1323,238,203,35,1085,18428,16849,11302,0,11302,10190,1112,5547,1579,127,127,0,1452,167009,82772,66259,49118,487,48631,44014,4617,17141,16513,3061,2847,214,13452,84237,63931,43930,29,43901,40466,3435,20001,20306,2400,2352,48,17906,69.184652278,36.858082469,14.558058925,12.354152368,67.078164876,71.259650151,9.8389665546,7.9662670756,68.714708045,74.130306826,7.8244231339,9.493944192,2.8602081759,-1.527677116,6.7336357916,2.0145434207,-37.27222436,-2.870656675,0.4699442336,-1.636543168
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2013,5249,4207,4008,1599,48,1551,1352,199,2409,199,54,54,0,145,1042,923,642,0,642,558,84,281,119,0,0,0,119,41243,22316,20887,15133,388,14745,13547,1198,5754,1429,288,243,45,1141,18927,17253,11784,0,11784,10539,1245,5469,1674,127,120,7,1547,167182,82888,65724,48505,505,48000,43589,4411,17219,17164,3375,3135,240,13789,84294,63427,43215,18,43197,40131,3066,20212,20867,2466,2397,69,18401,69.555796316,39.895209581,13.08411215,12.830431979,68.301165015,72.451764255,10.565173116,8.1247880638,68.133444748,73.801046802,7.0977151191,9.1895833333,3.640848646,-1.06479527,5.9863970304,3.467457997,-33.90583722,-1.349282546,1.4223515689,0.1677202673
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2014,5134,4055,3837,1753,55,1698,1517,181,2084,218,81,81,0,137,1079,953,722,15,707,598,109,231,126,0,0,0,126,42440,22836,21297,15513,553,14960,13836,1124,5784,1539,379,326,53,1160,19604,17810,12283,0,12283,11167,1116,5527,1794,175,158,17,1619,167697,83085,65170,47476,671,46805,42834,3971,17694,17915,3599,3308,291,14316,84612,63111,41844,29,41815,38854,2961,21267,21501,2471,2389,82,19030,75.760755509,45.686734428,15.417256011,10.659599529,68.966872544,72.841245246,9.0857282423,7.513368984,66.302229405,72.849470615,7.0811909602,8.4841363102,2.1754632186,-0.970767326,8.3360650511,2.0045372821,-27.16273619,-0.00822537,9.4585261036,2.6646431382
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2015,5182,4046,3865,1767,74,1693,1635,58,2098,181,25,25,0,156,1136,1025,689,16,673,603,70,336,111,0,0,0,111,43549,23301,21649,16055,712,15343,14217,1126,5594,1652,405,356,49,1247,20248,18341,12763,0,12763,11674,1089,5578,1907,165,146,19,1742,168585,83494,64757,47055,869,46186,43246,2940,17702,18737,4061,3768,293,14676,85091,62822,41767,42,41725,39298,2427,21055,22269,2933,2836,97,19336,67.219512195,45.717981889,10.401188707,3.4258712345,69.587263508,74.160469306,8.5324766904,7.3388515936,66.484670975,72.663959109,5.8166566806,6.3655653228,-2.939694088,0.9732862707,4.5845320266,2.7158200098,-26.94597722,1.4965101971,0.73484122,3.1025925329
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2016,4924,3839,3648,1615,150,1465,1443,22,2033,191,28,28,0,163,1085,956,670,18,652,568,84,286,129,0,0,0,129,44281,23566,21804,16877,468,16409,15293,1116,4927,1762,477,438,39,1285,20715,18671,13147,0,13147,12165,982,5524,2044,198,174,24,1846,169770,83996,64309,47051,781,46270,43947,2323,17258,19687,4296,3976,320,15391,85774,62533,42134,231,41903,39906,1997,20399,23241,3096,3021,75,20145,70.083682008,44.270833333,12.883435583,1.5017064846,70.414011033,77.403228765,7.4693846505,6.8011457127,67.378823981,73.163942838,4.7657685607,5.020531662,-3.518825177,1.7806140507,8.1176670221,2.7036160898,-28.89310951,4.2392859269,2.7048580274,3.0351870522
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2017,4792,3573,3371,1364,150,1214,1190,24,2007,202,3,3,0,199,1219,1031,704,34,670,611,59,327,188,40,40,0,148,45329,23974,22138,17215,593,16622,15522,1100,4923,1836,548,499,49,1288,21355,19184,13468,14,13454,12564,890,5716,2171,223,196,27,1948,170103,84209,63725,46410,507,45903,43899,2004,17315,20484,4633,4445,188,15851,85894,61986,41679,473,41206,39506,1700,20307,23908,3275,3189,86,20633,68.283220175,40.462770691,8.8059701493,1.9769357496,70.204336947,77.762218809,6.6151330459,6.6177355312,67.239376633,72.82856022,4.1256127748,4.3657277302,-2.388791981,2.252007801,4.6803573744,2.4895202711,-32.36578953,4.9336585896,1.0438435412,2.964960314
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2018,4658,3464,3234,1378,146,1232,1215,17,1856,230,17,17,0,213,1194,1035,751,221,530,464,66,284,159,56,56,0,103,46231,24345,22395,17396,631,16765,15708,1057,4999,1950,639,599,40,1311,21886,19571,13310,16,13294,12448,846,6261,2315,272,258,14,2043,170514,84382,63038,46103,529,45574,43793,1781,16935,21344,4687,4523,164,16657,86132,61403,41224,292,40932,39200,1732,20179,24729,3362,3284,78,21367,72.560386473,42.609771181,12.452830189,1.3798701299,68.008788514,77.678053137,6.3637731307,6.3048016701,67.136784848,73.135251753,4.2314081892,3.9079299601,-2.52805983,2.3968717101,8.2214219995,2.1323649415,-30.52548057,4.5428013839,5.4236016258,0.872003666
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2019,4787,3563,3325,1386,97,1289,1258,31,1939,238,20,20,0,218,1224,1016,694,224,470,412,58,322,208,54,54,0,154,46737,24511,22440,17556,488,17068,16276,792,4884,2071,723,653,70,1348,22226,19782,13384,46,13338,12495,843,6398,2444,430,430,0,2014,170469,84281,62117,46408,764,45644,44059,1585,15709,22164,4925,4814,111,17239,86188,60595,41004,162,40842,39410,1432,19591,25593,3643,3564,79,21950,68.307086614,41.684210526,12.340425532,2.4049650892,67.657466384,78.235294118,6.3202878992,4.6402624795,67.668949583,74.710626721,3.5061946036,3.4725265095,-1.06756142,1.16773597,8.8342309283,2.8140932956,-33.02641619,3.5246673971,0.6381370309,-0.0114832
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2020,4342,3147,2946,1132,111,1021,993,28,1814,201,15,15,0,186,1195,1001,675,273,402,393,9,326,194,63,63,0,131,47454,24840,22645,17721,206,17515,16680,835,4924,2195,608,573,35,1587,22614,20044,13435,45,13390,12843,547,6609,2570,357,357,0,2213,169632,83522,60784,46156,973,45183,43372,1811,14628,22738,5016,4877,139,17722,86110,59747,41056,182,40874,38722,2152,18691,26363,4013,3916,97,22350,67.432567433,38.424983028,2.2388059701,2.7424094025,67.027539413,78.255685582,4.0851381628,4.767342278,68.716420908,75.934456436,5.2649606107,4.0081446562,-1.265735254,0.7591976219,-3.026154641,-1.179822448,-37.50947341,2.3212291459,-1.283853476,-1.688881495
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2021,3890,2895,2718,1035,31,1004,958,46,1683,177,11,11,0,166,995,882,492,36,456,451,5,390,113,12,12,0,101,48692,25549,23237,17995,120,17875,17036,839,5242,2312,515,485,30,1797,23143,20482,13671,48,13623,13080,543,6811,2661,343,330,13,2318,167547,82953,60030,45554,1510,44044,41968,2076,14476,22923,5068,4932,136,17855,84594,58434,40082,17,40065,37330,2735,18352,26160,3910,3743,167,22250,55.782312925,38.079470199,1.0964912281,4.5816733068,66.746411483,77.44114989,3.9859061881,4.6937062937,68.593626998,75.885390638,6.8264070885,4.7134683498,-0.131795043,-0.019762056,-5.72991586,-2.8405009,-37.80592044,1.5557592522,-12.81131407,-1.847215515
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2022,3259,2435,2318,1052,32,1020,970,50,1266,117,7,7,0,110,824,707,409,27,382,378,4,298,117,0,0,0,117,49130,25671,23243,17944,99,17845,17061,784,5299,2428,546,510,36,1882,23459,20635,14355,25,14330,13653,677,6280,2824,416,387,29,2408,166298,82148,58656,45083,1055,44028,42181,1847,13573,23492,5005,4714,291,18487,84150,57005,39750,19,39731,37193,2538,17255,27145,4021,3836,185,23124,57.850070721,45.383951682,1.0471204188,4.9019607843,69.566270899,77.201738158,4.724354501,4.3933875035,69.730725375,76.859997272,6.3879590244,4.1950576906,0.7069030938,0.1983298129,-5.340838606,-1.663604523,-31.47604559,0.3417408855,-11.88065465,-0.164454476
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2023,3092,2311,2192,750,18,732,713,19,1442,119,25,25,0,94,781,605,385,17,368,330,38,220,176,13,13,0,163,51271,26635,23960,18539,16,18523,17679,844,5421,2675,680,643,37,1995,24636,21563,15017,20,14997,14339,658,6546,3073,557,526,31,2516,162868,80176,56362,43417,724,42693,40642,2051,12945,23814,5338,5018,320,18476,82692,55337,38571,20,38551,36268,2283,16766,27355,4189,4048,141,23166,63.636363636,34.215328467,10.326086957,2.5956284153,69.642443074,77.374791319,4.3875441755,4.5564973276,69.702007698,77.032397715,5.922025369,4.8040662404,-2.208437825,-0.247568913,4.4040615875,-1.534481193,-42.81706925,0.3423936041,-6.065644062,-0.059564625
42020,"San Luis Obispo-Paso Robles, CA Metro Area",2024,3086,2274,2094,884,18,866,842,24,1210,180,20,20,0,160,812,649,436,0,436,409,27,213,163,12,12,0,151,52474,27184,24361,18968,0,18968,17783,1185,5393,2823,696,696,0,2127,25290,22038,15154,0,15154,14341,813,6884,3252,436,394,42,2816,161124,79185,55116,42783,501,42282,40261,2021,12333,24069,5023,4723,300,19046,81939,54035,37621,30,37591,35188,2403,16414,27904,4070,3909,161,23834,67.18027735,42.215854823,6.1926605505,2.7713625866,68.763045648,77.862156726,5.3649201531,6.2473639814,69.623392246,77.623557588,6.3924875635,4.7798117402,-2.008449154,1.4675522412,-0.199827013,-1.02756741,-35.40770276,0.2385991383,-2.443114896,-0.860346597
42100,"Santa Cruz-Watsonville, CA Metro Area",2010,2058,1199,1158,874,0,874,797,77,284,41,0,0,0,41,859,756,485,0,485,408,77,271,103,7,7,0,96,55419,28237,26746,21401,54,21347,19464,1883,5345,1491,262,239,23,1229,27182,25275,17098,0,17098,15043,2055,8177,1907,183,173,10,1724,135854,66799,57198,44781,8,44773,41487,3286,12417,9601,1898,1806,92,7703,69055,56231,39855,0,39855,36932,2923,16376,12824,1858,1670,188,10966,64.153439153,75.474956822,15.87628866,8.8100686499,67.647873393,80.015703283,12.018949585,8.8209116035,70.877274101,78.291198993,7.334086062,7.339244634,1.4708240158,1.4816669695,8.5422025978,4.6848635228,-2.816242171,1.7245042898,-6.723834948,-3.229400709
42100,"Santa Cruz-Watsonville, CA Metro Area",2011,2255,1224,1161,877,0,877,812,65,284,63,0,0,0,63,1031,938,478,0,478,459,19,460,93,12,12,0,81,57549,29225,27654,22354,52,22302,20111,2191,5300,1571,293,266,27,1278,28324,26300,17598,0,17598,15724,1874,8702,2024,242,234,8,1782,135874,66905,56886,44553,15,44538,41146,3392,12333,10019,2150,2058,92,7869,68969,55771,39666,0,39666,36845,2821,16105,13198,1878,1677,201,11320,50.959488273,75.538329027,3.9748953975,7.4116305587,66.912547529,80.834598973,10.648937379,9.8242310107,71.122985064,78.31979749,7.1118842333,7.6159683865,-0.204337828,2.2082626241,-3.136988836,3.5370531459,-2.781468463,2.5148014833,-20.16349679,-4.210437535
42100,"Santa Cruz-Watsonville, CA Metro Area",2012,2320,1275,1186,937,2,935,872,63,249,89,24,24,0,65,1045,911,532,0,532,509,23,379,134,10,10,0,124,59287,30048,28407,22871,49,22822,20457,2365,5536,1641,288,241,47,1353,29239,27114,18026,0,18026,16000,2026,9088,2125,354,331,23,1771,136778,67490,56975,44263,12,44251,40570,3681,12712,10515,2381,2261,120,8134,69288,55675,39222,9,39213,36450,2763,16453,13613,2262,2068,194,11351,58.397365532,79.005059022,4.3233082707,6.7379679144,66.482260087,80.511845672,11.239320981,10.362807817,70.448136507,77.688459851,7.0461326601,8.3184560801,-1.580488166,2.0443517369,-2.722824389,4.1931883207,1.3165991711,2.823385821,-12.05077097,-3.965876419
42100,"Santa Cruz-Watsonville, CA Metro Area",2013,2233,1236,1127,845,2,843,751,92,282,109,26,26,0,83,997,850,502,0,502,489,13,348,147,13,13,0,134,60808,30847,29117,23301,1,23300,20775,2525,5816,1730,351,278,73,1379,29961,27727,18456,0,18456,16223,2233,9271,2234,350,318,32,1884,136975,67520,56431,43653,14,43639,39735,3904,12778,11089,2571,2342,229,8518,69455,55303,38656,11,38645,35818,2827,16647,14152,2568,2387,181,11584,59.058823529,74.977817214,2.5896414343,10.913404508,66.563277672,80.025414706,12.099046381,10.836909871,69.898558849,77.356417572,7.3153059904,8.9461261715,1.9672783362,1.8907836997,-4.725664556,4.7837403902,-2.378600358,2.6689971343,-10.83973532,-3.335281177
42100,"Santa Cruz-Watsonville, CA Metro Area",2014,2123,1157,1029,835,1,834,775,59,194,128,26,26,0,102,966,840,522,0,522,494,28,318,126,12,12,0,114,62322,31434,29576,23762,1,23761,21424,2337,5814,1858,412,354,58,1446,30888,28502,18632,0,18632,16679,1953,9870,2386,384,338,46,2002,137460,67735,55985,43489,4,43485,39775,3710,12496,11750,3060,2818,242,8690,69725,54973,37898,9,37889,35183,2706,17075,14752,2766,2600,166,11986,62.142857143,81.146744412,5.3639846743,7.0743405276,65.370851168,80.342169326,10.481966509,9.8354446362,68.939297473,77.679735643,7.1419145398,8.53167759,-1.457337062,1.3037670462,-1.777929866,3.3400519694,3.4670087686,2.662433683,-6.79644033,-3.568446305
42100,"Santa Cruz-Watsonville, CA Metro Area",2015,2199,1282,1112,783,2,781,718,63,329,170,45,45,0,125,917,807,508,0,508,478,30,299,110,11,11,0,99,63446,31925,29935,23679,2,23677,21879,1798,6256,1990,461,375,86,1529,31521,28997,18961,0,18961,17098,1863,10036,2524,495,461,34,2029,137868,67827,55311,43044,4,43040,39553,3487,12267,12516,3528,3259,269,8988,70041,54603,37436,10,37426,35151,2275,17167,15438,2950,2799,151,12488,62.949194548,70.413669065,5.905511811,8.066581306,65.389523054,79.101386337,9.8254311481,7.5938674663,68.560335513,77.821771438,6.0786618928,8.1017657993,-0.035184493,-0.507898333,-0.173150082,3.7467692553,-7.408102373,1.2796148992,-5.611140965,-3.170812459
42100,"Santa Cruz-Watsonville, CA Metro Area",2016,2057,1287,1114,825,3,822,791,31,289,173,44,44,0,129,770,660,473,0,473,425,48,187,110,9,9,0,101,64240,32278,30161,23913,105,23808,22154,1654,6248,2117,505,406,99,1612,31962,29295,19352,0,19352,17621,1731,9943,2667,539,509,30,2128,138585,68148,54776,42633,4,42629,39236,3393,12143,13372,3522,3238,284,9850,70437,54157,37091,9,37082,34945,2137,17066,16280,3246,3133,113,13034,71.666666667,74.057450628,10.147991543,3.7712895377,66.059054446,79.284506482,8.9448119057,6.9472446237,68.487914766,77.831532058,5.7629038347,7.9593703817,-4.188080844,-1.012125758,4.3850877086,3.181908071,-3.774081429,1.452974424,3.1787519003,-2.42886032
42100,"Santa Cruz-Watsonville, CA Metro Area",2017,2109,1318,1163,881,1,880,821,59,282,155,29,23,6,126,791,737,504,0,504,458,46,233,54,0,0,0,54,65587,32947,30615,24331,106,24225,22579,1646,6284,2332,724,650,74,1608,32640,29810,19773,0,19773,18158,1615,10037,2830,537,509,28,2293,139234,68380,54037,41998,4,41994,39171,2823,12039,14343,3854,3551,303,10489,70854,53735,37211,0,37211,35045,2166,16524,17119,3145,3057,88,13974,68.385345997,75.752364574,9.126984127,6.7045454545,66.330090574,79.474113996,8.167703434,6.7946336429,69.24909277,77.720820919,5.8208594233,6.7223889127,-0.017843458,0.0722447302,3.3061247037,2.3468440107,-1.968456345,1.7532930774,-0.863746773,-2.919002196
